DX,Description,CMS-HCC PACE/ESRD Model Category V21,CMSHCC,"RxHCC 
Model Category V05 ","CMS-HCC 
PACE/ESRD Model 
for 2017 
Payment Year","CMS-HCC Model 
for 2017 
Payment Year","RxHCC Model 
for 2017 
Payment Year"
S06829A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, initial encounter",167,167,,Yes,Yes,No
S06829S,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, sequela",167,167,,Yes,Yes,No
S06890A,"Other specified intracranial injury without loss of consciousness, initial encounter",167,167,,Yes,Yes,No
S06890S,"Other specified intracranial injury without loss of consciousness, sequela",167,167,,Yes,Yes,No
S06891A,"Other specified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter",167,167,,Yes,Yes,No
S06891S,"Other specified intracranial injury with loss of consciousness of 30 minutes or less, sequela",167,167,,Yes,Yes,No
S06892A,"Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter",167,167,,Yes,Yes,No
S06892S,"Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, sequela",167,167,,Yes,Yes,No
S06893A,"Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",166,166,,Yes,Yes,No
S06893S,"Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",167,167,,Yes,Yes,No
S06894A,"Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter",166,166,,Yes,Yes,No
S06894S,"Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, sequela",167,167,,Yes,Yes,No
S06895A,"Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",166,166,,Yes,Yes,No
S06895S,"Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",167,167,,Yes,Yes,No
S06896A,"Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",166,166,,Yes,Yes,No
S06896S,"Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",167,167,,Yes,Yes,No
S06899A,"Other specified intracranial injury with loss of consciousness of unspecified duration, initial encounter",167,167,,Yes,Yes,No
S06899S,"Other specified intracranial injury with loss of consciousness of unspecified duration, sequela",167,167,,Yes,Yes,No
S069X0A,"Unspecified intracranial injury without loss of consciousness, initial encounter",167,167,,Yes,Yes,No
S069X0S,"Unspecified intracranial injury without loss of consciousness, sequela",167,167,,Yes,Yes,No
S069X1A,"Unspecified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter",167,167,,Yes,Yes,No
S069X1S,"Unspecified intracranial injury with loss of consciousness of 30 minutes or less, sequela",167,167,,Yes,Yes,No
S069X2A,"Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter",167,167,,Yes,Yes,No
S069X2S,"Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, sequela",167,167,,Yes,Yes,No
S069X3A,"Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",166,166,,Yes,Yes,No
S069X3S,"Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",167,167,,Yes,Yes,No
S069X4A,"Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter",166,166,,Yes,Yes,No
S069X4S,"Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, sequela",167,167,,Yes,Yes,No
S069X5A,"Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",166,166,,Yes,Yes,No
S069X5S,"Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",167,167,,Yes,Yes,No
S069X6A,"Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",166,166,,Yes,Yes,No
S069X6S,"Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",167,167,,Yes,Yes,No
S069X9A,"Unspecified intracranial injury with loss of consciousness of unspecified duration, initial encounter",167,167,,Yes,Yes,No
S069X9S,"Unspecified intracranial injury with loss of consciousness of unspecified duration, sequela",167,167,,Yes,Yes,No
S12000A,"Unspecified displaced fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12000B,"Unspecified displaced fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12001A,"Unspecified nondisplaced fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12001B,"Unspecified nondisplaced fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S1201XA,"Stable burst fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S1201XB,"Stable burst fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S1202XA,"Unstable burst fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S1202XB,"Unstable burst fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12030A,"Displaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12030B,"Displaced posterior arch fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12031A,"Nondisplaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12031B,"Nondisplaced posterior arch fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12040A,"Displaced lateral mass fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12040B,"Displaced lateral mass fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12041A,"Nondisplaced lateral mass fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12041B,"Nondisplaced lateral mass fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12090A,"Other displaced fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12090B,"Other displaced fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12091A,"Other nondisplaced fracture of first cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12091B,"Other nondisplaced fracture of first cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12100A,"Unspecified displaced fracture of second cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12100B,"Unspecified displaced fracture of second cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12101A,"Unspecified nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12101B,"Unspecified nondisplaced fracture of second cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12110A,"Anterior displaced Type II dens fracture, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12110B,"Anterior displaced Type II dens fracture, initial encounter for open fracture",169,169,,Yes,Yes,No
S12111A,"Posterior displaced Type II dens fracture, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12111B,"Posterior displaced Type II dens fracture, initial encounter for open fracture",169,169,,Yes,Yes,No
S12112A,"Nondisplaced Type II dens fracture, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12112B,"Nondisplaced Type II dens fracture, initial encounter for open fracture",169,169,,Yes,Yes,No
S12120A,"Other displaced dens fracture, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12120B,"Other displaced dens fracture, initial encounter for open fracture",169,169,,Yes,Yes,No
S12121A,"Other nondisplaced dens fracture, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12121B,"Other nondisplaced dens fracture, initial encounter for open fracture",169,169,,Yes,Yes,No
S12130A,"Unspecified traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12130B,"Unspecified traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12131A,"Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12131B,"Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S1214XA,"Type III traumatic spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S1214XB,"Type III traumatic spondylolisthesis of second cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12150A,"Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12150B,"Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12151A,"Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12151B,"Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12190A,"Other displaced fracture of second cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12190B,"Other displaced fracture of second cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12191A,"Other nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12191B,"Other nondisplaced fracture of second cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12200A,"Unspecified displaced fracture of third cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12200B,"Unspecified displaced fracture of third cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12201A,"Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12201B,"Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12230A,"Unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12230B,"Unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12231A,"Unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12231B,"Unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S1224XA,"Type III traumatic spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S1224XB,"Type III traumatic spondylolisthesis of third cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12250A,"Other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12250B,"Other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12251A,"Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12251B,"Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12290A,"Other displaced fracture of third cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
S12290B,"Other displaced fracture of third cervical vertebra, initial encounter for open fracture",169,169,,Yes,Yes,No
S12291A,"Other nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",169,169,,Yes,Yes,No
